month,year,Rain,Total_m3,area_m2
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0.2,0.0002,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0.2,0.0002,1
11,2015,0.2,0.0002,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0.2,0.0002,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
11,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0.2,0.0002,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,3.6,0.0036,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0.2,0.0002,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0.2,0.0002,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0.2,0.0002,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0.4,0.0004,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0.2,0.0002,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0.2,0.0002,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,1,0.001,1
12,2015,9.6,0.0096,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0,0,1
12,2015,0.2,0.0002,1
12,2015,0.4,0.0004,1
12,2015,3,0.003,1
12,2015,0.2,0.0002,1
12,2015,0,0,1
12,2015,0,0,1
